"source_term","chosen_arabic","status","adverse_or_rejected","aliases_or_notes","domain_or_context","review_status","review_date","reviewer","evidence_or_rationale"
"the defIf expansion has `$\\lnot !A \\lor !B)$`","use `$(\\lnot !A \\lor !B)$`","source_defined_conditional_parenthesis_transparently_corrected_olp0152","إبقاء القوس الغالق بلا قوس فاتح؛ حذف النفي؛ تغيير تعريف الشرطية","قواعد الصيغ الثنائية تتطلب زوج الأقواس، والصيغة المقصودة هي الفصل بين نفي المقدمة والتالية","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/terms-formulas.tex lines 147--148; OLP-0152","confidence 1.00; formation rules and earlier parallel occurrence independently replayed; opening parenthesis inserted","2026-08-14","Codex source replay","أضافت العربية القوس الفاتح فقط وحفظت الروابط والحدود"
"the official successor abbreviation ends with `$f^1_0(t)$`","use `$\\Obj f^1_0(t)$`","source_successor_object_language_marker_transparently_corrected_olp0152","إسقاط وسم لغة الموضوع من الرمز الأخير وحده؛ حذف مثال الخلف؛ تغيير الدالة","جميع الرموز الرسمية المجاورة موسومة بماكرو Obj، ودالة الخلف رمز من لغة الموضوع نفسها","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/terms-formulas.tex lines 165--168; OLP-0152","confidence 1.00; neighboring official abbreviations and language notation independently replayed; Obj restored","2026-08-14","Codex source replay","أبقت العربية دالة الخلف وأضافت Obj إلى الرمز الرسمي"
"`intepretation`","`interpretation`","source_typo_interpretation_transparently_corrected_olp0153","محاكاة الخطأ الإملائي؛ حذف مفهوم التأويل؛ استبداله بمفهوم مغاير","الكلمة الإنجليزية الأصلية ذات قلب حرفي ظاهر، وسياق unique reading يكرر interpretation الصحيح","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/unique-readability.tex lines 18--20; OLP-0153","confidence 1.00; English spelling and immediate semantic parallel independently replayed","2026-08-14","Codex source replay","استعملت العربية «تأويل» الصحيح"
"`The number of left and right parentheses ... are equal`","`The numbers of left and right parentheses ... are equal`","source_parenthesis_count_subject_agreement_transparently_corrected_olp0153","محاكاة عدم المطابقة النحوية؛ تغيير مضمون اللمّة؛ حذف أحد العددين","تساوي اللمّة عددين مستقلين، ولذلك يلزم جمع subject مع are","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/unique-readability.tex lines 56--58; OLP-0153","confidence 1.00; displayed l(A)=r(A) proof independently replayed; Arabic dual-count wording used","2026-08-14","Codex source replay","صرحت العربية بتساوي عدد الأقواس اليسرى وعدد الأقواس اليمنى"
"the unique-readability proof lists predicate, function, and constant as atomic-formula initial symbols but omits variable","add `!!a{variable}` because an infix identity atom may begin with a variable","source_atomic_equality_variable_initial_symbol_transparently_corrected_olp0153","الإبقاء على تقسيم حالات لا يغطي مساواة تبدأ بمتغير؛ حذف حالة الهوية؛ تغيير ترميز المساواة","الحد الأيسر في صيغة الهوية قد يكون متغيرًا، والصيغة الذرية عندئذ تبدأ برمز متغير","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/unique-readability.tex lines 183--186; OLP-0153","confidence 1.00; atomic equality grammar and infix notation independently replayed; one token class added","2026-08-14","Codex source replay","أضافت العربية المتغير إلى قائمة رموز البدء الذرية"
"three table examples close `)` after math mode: `$(!A \\land !B$)`, `$(!A \\lor !B$)`, `$(!A \\lif !B$)`","move each closing parenthesis inside math mode","source_main_operator_table_math_parentheses_transparently_corrected_olp0154","إبقاء قوس الصيغة في النمط النصي؛ حذف الأقواس؛ تغيير المؤثرات","القوس جزء من الصيغة الرسمية كما يؤكد صف liff الصحيح وتعريف صيغ الروابط","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/main-operator.tex lines 90--93; OLP-0154","confidence 1.00; table pattern and formation syntax independently replayed; delimiters moved only","2026-08-14","Codex source replay","وضعت العربية الأقواس الغالقة للصفوف الثلاثة داخل النمط الرياضي"
"a k-ary function uses indices `m_0,...,m_k` and therefore receives k+1 arguments","use `m_1,...,m_k` and `f(t_{m_1},...,t_{m_k})`","source_term_formation_arity_indices_transparently_corrected_olp0156","الإبقاء على k+1 حجة لدالة k-محلية؛ حذف حجة؛ تغيير رتبة الدالة","مجال الفهارس من 1 إلى k يعطي k حدود بالضبط ويتطابق مع تعريف الحد ذي k مواضع","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 42--46; OLP-0156","confidence 1.00; arity count and term grammar independently replayed; lower index shifted only","2026-08-14","Codex source replay","استعملت العربية m_1 إلى m_k في الشرط وتطبيق الدالة"
"`is a formation sequence of` the displayed formula","`is a formation sequence for` the displayed formula","source_formation_sequence_preposition_transparently_corrected_olp0156","محاكاة حرف الجر الإنجليزي غير الاصطلاحي؛ حذف المثال؛ قلب جهة العلاقة","التعريف السابق يستعمل formation sequence for، والمثال يقرر العلاقة نفسها","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 92--93; OLP-0156","confidence 1.00; local definition wording independently replayed","2026-08-14","Codex source replay","استعملت العربية «متوالية تكوين لـ»"
"`either !A \\ident !A_n is atomic`","say `either !A_n is atomic`","source_fseq_atomic_subject_transparently_corrected_olp0156","اعتبار معادلة الهوية نفسها ذرية؛ حذف الحالة الذرية؛ تغيير آخر عنصر","الذرية خاصية للسلسلة الأخيرة A_n التي تساوي A وليست خاصية لعبارة الهوية المعدنية","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 182--190; OLP-0156","confidence 1.00; formation-sequence definition independently replayed; subject narrowed to A_n","2026-08-14","Codex source replay","نسبت العربية الذرية إلى A_n"
"the converse proof quantifies `j,k<n` but its quantified cases use a variable x","quantify `!!a{variable} x` alongside `j,k<n`","source_fseq_quantified_variable_transparently_completed_olp0156","ترك x حرة في حالتي المكممين؛ حذف حالتي المكممين؛ تثبيت متغير اعتباطي خفية","تعريف متوالية التكوين نفسه يكمم المتغير x، ولا تكون صيغتا الكمي معرفتين في هذا التقسيم من دونه","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 187--196; OLP-0156","confidence 1.00; preceding definition and case list independently replayed; variable quantifier restored","2026-08-14","Codex source replay","أضافت العربية المتغير x إلى المكمم الوجودي للحالات"
"two conclusions use undefined `\\Frm[L_0]` in a proof about `\\Lang L`","use `\\Frm[L]` in both places","source_fseq_language_subscript_transparently_corrected_olp0156","إدخال لغة L_0 غير معرّفة؛ تغيير لغة المبرهنة؛ حذف الاستنتاج","المبرهنة والتعريف والمتوالية كلها مثبتة للغة L ولا يُدخل السياق L_0","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 199 and 206; OLP-0156","confidence 1.00; theorem statement and proof context independently replayed; subscript removed twice","2026-08-14","Codex source replay","استعملت العربية Frm[L] في الموضعين"
"the syntactic case assumption uses `!A \\equiv (!A_j \\land !A_k)`","use syntactic identity `!A \\ident (!A_j \\land !A_k)`","source_fseq_syntactic_relation_transparently_corrected_olp0156","استعمال تكافؤ دلالي في تحليل سلسلة؛ تغيير الرابط؛ حذف الحالة","البرهان يحلل الصورة التركيبية للسلسلة ويستعمل ident في جميع حالات التعريف السابقة","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex line 200; OLP-0156","confidence 1.00; syntactic-identity definition and case list independently replayed; relation macro corrected","2026-08-14","Codex source replay","استبدلت العربية equiv بـident دون تغيير الصيغة"
"the induction is on last index n but claims prefixes ending at j,k<n have length less than n","state the hypothesis and application in terms of last indices m,j,k<n","source_fseq_induction_off_by_one_transparently_corrected_olp0156","الإبقاء على دعوى طول خاطئة عند j=n-1؛ حذف الاستقراء؛ تغيير المتوالية","المتوالية المنتهية عند n طولها n+1؛ أما الاستقراء المعلن على n فينطبق مباشرة على الفهارس الأخيرة الأصغر j وk","commit 9620cc73f9c8e0ad003c514a5d3748f29611c4c0; pinned content/first-order-logic/syntax-and-semantics/formation-sequences.tex lines 183--185 and 204--205; OLP-0156","confidence 1.00; index convention and prefix lemma independently replayed; prose changed from length to last index","2026-08-14","Codex source replay","صاغت العربية فرضية الاستقراء والتطبيق بالفهرس الأخير بدل الطول"
